"","group","pseudotime_bin_num","features","value","Geno","new_group"
"449","WT.3m.DCF",12,"stage1_DAM1",1.68337674602055,"WT","WT.3m
(HPBCD)"
"450","WT.3m.DCF",12,"stage2_DAM2",0.532461252243948,"WT","WT.3m
(HPBCD)"
"451","WT.3m.DCF",14,"homeostatic3",2.93692513087423,"WT","WT.3m
(HPBCD)"
"452","WT.3m.DCF",14,"stage1_DAM1",1.53142108891816,"WT","WT.3m
(HPBCD)"
"453","WT.3m.DCF",14,"stage2_DAM2",0.471376186586816,"WT","WT.3m
(HPBCD)"
"454","WT.3m.DCF",15,"homeostatic3",2.93496168520445,"WT","WT.3m
(HPBCD)"
"455","WT.3m.DCF",15,"stage1_DAM1",1.78759162486175,"WT","WT.3m
(HPBCD)"
"456","WT.3m.DCF",15,"stage2_DAM2",0.573334867362839,"WT","WT.3m
(HPBCD)"
"457","WT.3m.DCF",16,"homeostatic3",2.85172249476851,"WT","WT.3m
(HPBCD)"
"458","WT.3m.DCF",16,"stage1_DAM1",1.79702527992885,"WT","WT.3m
(HPBCD)"
"459","WT.3m.DCF",16,"stage2_DAM2",0.562053109422191,"WT","WT.3m
(HPBCD)"
"460","WT.3m.DCF",17,"homeostatic3",2.85761128334629,"WT","WT.3m
(HPBCD)"
"461","WT.3m.DCF",17,"stage1_DAM1",1.67670388285782,"WT","WT.3m
(HPBCD)"
"462","WT.3m.DCF",17,"stage2_DAM2",0.51627588453175,"WT","WT.3m
(HPBCD)"
"463","WT.3m.DCF",18,"homeostatic3",2.88840007953818,"WT","WT.3m
(HPBCD)"
"464","WT.3m.DCF",18,"stage1_DAM1",1.58780562157171,"WT","WT.3m
(HPBCD)"
"465","WT.3m.DCF",18,"stage2_DAM2",0.517185648074846,"WT","WT.3m
(HPBCD)"
"466","WT.3m.DCF",19,"homeostatic3",2.89966690395518,"WT","WT.3m
(HPBCD)"
"467","WT.3m.DCF",19,"stage1_DAM1",1.4772251590181,"WT","WT.3m
(HPBCD)"
"468","WT.3m.DCF",19,"stage2_DAM2",0.511655953265361,"WT","WT.3m
(HPBCD)"
"469","WT.3m.DCF",20,"homeostatic3",2.85064932219957,"WT","WT.3m
(HPBCD)"
"470","WT.3m.DCF",20,"stage1_DAM1",1.54733523116493,"WT","WT.3m
(HPBCD)"
"471","WT.3m.DCF",20,"stage2_DAM2",0.521782528290652,"WT","WT.3m
(HPBCD)"
"472","WT.3m.DCF",21,"homeostatic3",2.86879629156376,"WT","WT.3m
(HPBCD)"
"473","WT.3m.DCF",21,"stage1_DAM1",1.52207021839303,"WT","WT.3m
(HPBCD)"
"474","WT.3m.DCF",21,"stage2_DAM2",0.522969194933083,"WT","WT.3m
(HPBCD)"
"475","WT.3m.DCF",22,"homeostatic3",2.91299951088997,"WT","WT.3m
(HPBCD)"
"476","WT.3m.DCF",22,"stage1_DAM1",1.58959342911254,"WT","WT.3m
(HPBCD)"
"477","WT.3m.DCF",22,"stage2_DAM2",0.561049454606831,"WT","WT.3m
(HPBCD)"
"478","WT.3m.DCF",23,"homeostatic3",2.89167748790516,"WT","WT.3m
(HPBCD)"
"479","WT.3m.DCF",23,"stage1_DAM1",1.54486691022597,"WT","WT.3m
(HPBCD)"
"480","WT.3m.DCF",23,"stage2_DAM2",0.524203546658732,"WT","WT.3m
(HPBCD)"
"481","WT.3m.DCF",24,"homeostatic3",2.97654014286375,"WT","WT.3m
(HPBCD)"
"482","WT.3m.DCF",24,"stage1_DAM1",1.71934460922523,"WT","WT.3m
(HPBCD)"
"483","WT.3m.DCF",24,"stage2_DAM2",0.566762809033376,"WT","WT.3m
(HPBCD)"
"484","WT.3m.DCF",25,"homeostatic3",2.92571904687195,"WT","WT.3m
(HPBCD)"
"485","WT.3m.DCF",25,"stage1_DAM1",1.84286323049137,"WT","WT.3m
(HPBCD)"
"486","WT.3m.DCF",25,"stage2_DAM2",0.712722220450453,"WT","WT.3m
(HPBCD)"
"487","WT.3m.DMSO_PEG",1,"homeostatic3",3.0267258387099,"WT","WT.3m
(PEG)"
"488","WT.3m.DMSO_PEG",1,"stage1_DAM1",1.52853398583053,"WT","WT.3m
(PEG)"
"489","WT.3m.DMSO_PEG",1,"stage2_DAM2",0.586680032093655,"WT","WT.3m
(PEG)"
"490","WT.3m.DMSO_PEG",2,"homeostatic3",3.03220285285735,"WT","WT.3m
(PEG)"
"491","WT.3m.DMSO_PEG",2,"stage1_DAM1",1.59791347994833,"WT","WT.3m
(PEG)"
"492","WT.3m.DMSO_PEG",2,"stage2_DAM2",0.66736468628412,"WT","WT.3m
(PEG)"
"493","WT.3m.DMSO_PEG",4,"homeostatic3",2.80271847415258,"WT","WT.3m
(PEG)"
"494","WT.3m.DMSO_PEG",4,"stage1_DAM1",1.82997749854085,"WT","WT.3m
(PEG)"
"495","WT.3m.DMSO_PEG",4,"stage2_DAM2",0.537439584023319,"WT","WT.3m
(PEG)"
"496","WT.3m.DMSO_PEG",6,"homeostatic3",3.12923031169382,"WT","WT.3m
(PEG)"
"497","WT.3m.DMSO_PEG",6,"stage1_DAM1",1.73570847075733,"WT","WT.3m
(PEG)"
"498","WT.3m.DMSO_PEG",6,"stage2_DAM2",0.67598310896223,"WT","WT.3m
(PEG)"
"499","WT.3m.DMSO_PEG",11,"homeostatic3",2.95252761767549,"WT","WT.3m
(PEG)"
"500","WT.3m.DMSO_PEG",11,"stage1_DAM1",1.55873246943741,"WT","WT.3m
(PEG)"
"501","WT.3m.DMSO_PEG",11,"stage2_DAM2",0.51394467712187,"WT","WT.3m
(PEG)"
"502","WT.3m.DMSO_PEG",12,"homeostatic3",2.91549253863792,"WT","WT.3m
(PEG)"
"503","WT.3m.DMSO_PEG",12,"stage1_DAM1",1.92833585135654,"WT","WT.3m
(PEG)"
"504","WT.3m.DMSO_PEG",12,"stage2_DAM2",0.347274994491026,"WT","WT.3m
(PEG)"
"505","WT.3m.DMSO_PEG",14,"homeostatic3",2.95572876949076,"WT","WT.3m
(PEG)"
"506","WT.3m.DMSO_PEG",14,"stage1_DAM1",1.69215665305586,"WT","WT.3m
(PEG)"
"507","WT.3m.DMSO_PEG",14,"stage2_DAM2",0.655078885480595,"WT","WT.3m
(PEG)"
"508","WT.3m.DMSO_PEG",15,"homeostatic3",2.87887010945361,"WT","WT.3m
(PEG)"
"509","WT.3m.DMSO_PEG",15,"stage1_DAM1",1.75166304691881,"WT","WT.3m
(PEG)"
"510","WT.3m.DMSO_PEG",15,"stage2_DAM2",0.735178724779627,"WT","WT.3m
(PEG)"
"511","WT.3m.DMSO_PEG",16,"homeostatic3",2.84947422370837,"WT","WT.3m
(PEG)"
"512","WT.3m.DMSO_PEG",16,"stage1_DAM1",1.65062457003591,"WT","WT.3m
(PEG)"
"513","WT.3m.DMSO_PEG",16,"stage2_DAM2",0.540463790294571,"WT","WT.3m
(PEG)"
"514","WT.3m.DMSO_PEG",17,"homeostatic3",2.86291123833453,"WT","WT.3m
(PEG)"
"515","WT.3m.DMSO_PEG",17,"stage1_DAM1",1.54493332772267,"WT","WT.3m
(PEG)"
"516","WT.3m.DMSO_PEG",17,"stage2_DAM2",0.475140955239901,"WT","WT.3m
(PEG)"
"517","WT.3m.DMSO_PEG",18,"homeostatic3",2.84484821112633,"WT","WT.3m
(PEG)"
"518","WT.3m.DMSO_PEG",18,"stage1_DAM1",1.53836840156741,"WT","WT.3m
(PEG)"
"519","WT.3m.DMSO_PEG",18,"stage2_DAM2",0.481486378526597,"WT","WT.3m
(PEG)"
"520","WT.3m.DMSO_PEG",19,"homeostatic3",2.89762367871488,"WT","WT.3m
(PEG)"
"521","WT.3m.DMSO_PEG",19,"stage1_DAM1",1.43512840576103,"WT","WT.3m
(PEG)"
"522","WT.3m.DMSO_PEG",19,"stage2_DAM2",0.507795044762505,"WT","WT.3m
(PEG)"
"523","WT.3m.DMSO_PEG",20,"homeostatic3",2.86423851998404,"WT","WT.3m
(PEG)"
"524","WT.3m.DMSO_PEG",20,"stage1_DAM1",1.52170584906306,"WT","WT.3m
(PEG)"
"525","WT.3m.DMSO_PEG",20,"stage2_DAM2",0.513682879731184,"WT","WT.3m
(PEG)"
"526","WT.3m.DMSO_PEG",21,"homeostatic3",2.89191163380525,"WT","WT.3m
(PEG)"
"527","WT.3m.DMSO_PEG",21,"stage1_DAM1",1.44735712960723,"WT","WT.3m
(PEG)"
"528","WT.3m.DMSO_PEG",21,"stage2_DAM2",0.499445170275313,"WT","WT.3m
(PEG)"
"529","WT.3m.DMSO_PEG",22,"homeostatic3",2.92218494909462,"WT","WT.3m
(PEG)"
"530","WT.3m.DMSO_PEG",22,"stage1_DAM1",1.53949762414891,"WT","WT.3m
(PEG)"
"531","WT.3m.DMSO_PEG",22,"stage2_DAM2",0.544402203740992,"WT","WT.3m
(PEG)"
"532","WT.3m.DMSO_PEG",23,"homeostatic3",2.88366961596229,"WT","WT.3m
(PEG)"
"533","WT.3m.DMSO_PEG",23,"stage1_DAM1",1.55888809544441,"WT","WT.3m
(PEG)"
"534","WT.3m.DMSO_PEG",23,"stage2_DAM2",0.511952866369457,"WT","WT.3m
(PEG)"
"535","WT.3m.DMSO_PEG",24,"homeostatic3",2.99462642553321,"WT","WT.3m
(PEG)"
"536","WT.3m.DMSO_PEG",24,"stage1_DAM1",1.66206059459788,"WT","WT.3m
(PEG)"
"537","WT.3m.DMSO_PEG",24,"stage2_DAM2",0.491927792359454,"WT","WT.3m
(PEG)"
"538","WT.3m.DMSO_PEG",25,"homeostatic3",2.89551529298104,"WT","WT.3m
(PEG)"
"539","WT.3m.DMSO_PEG",25,"stage1_DAM1",2.13364212780494,"WT","WT.3m
(PEG)"
"540","WT.3m.DMSO_PEG",25,"stage2_DAM2",0.772609586211274,"WT","WT.3m
(PEG)"
"541","WT.3m.TCF",1,"homeostatic3",2.88271094455758,"WT","WT.3m
(TCF)"
"542","WT.3m.TCF",1,"stage1_DAM1",1.67178259082796,"WT","WT.3m
(TCF)"
"543","WT.3m.TCF",1,"stage2_DAM2",0.617044836593761,"WT","WT.3m
(TCF)"
"544","WT.3m.TCF",2,"homeostatic3",3.09055823096851,"WT","WT.3m
(TCF)"
"545","WT.3m.TCF",2,"stage1_DAM1",1.62388002404383,"WT","WT.3m
(TCF)"
"546","WT.3m.TCF",2,"stage2_DAM2",0.701690171002557,"WT","WT.3m
(TCF)"
"547","WT.3m.TCF",3,"homeostatic3",2.9705335360016,"WT","WT.3m
(TCF)"
"548","WT.3m.TCF",3,"stage1_DAM1",1.71256191097681,"WT","WT.3m
(TCF)"
"549","WT.3m.TCF",3,"stage2_DAM2",0.197814158461675,"WT","WT.3m
(TCF)"
"550","WT.3m.TCF",4,"homeostatic3",3.12017260933726,"WT","WT.3m
(TCF)"
"551","WT.3m.TCF",4,"stage1_DAM1",1.63278991919684,"WT","WT.3m
(TCF)"
"552","WT.3m.TCF",4,"stage2_DAM2",0.591757070193757,"WT","WT.3m
(TCF)"
"553","WT.3m.TCF",6,"homeostatic3",3.13699547793212,"WT","WT.3m
(TCF)"
"554","WT.3m.TCF",6,"stage1_DAM1",1.7940119347965,"WT","WT.3m
(TCF)"
"555","WT.3m.TCF",6,"stage2_DAM2",0.739228987367956,"WT","WT.3m
(TCF)"
"556","WT.3m.TCF",7,"homeostatic3",2.9340870824346,"WT","WT.3m
(TCF)"
"557","WT.3m.TCF",7,"stage1_DAM1",1.40193843663899,"WT","WT.3m
(TCF)"
"558","WT.3m.TCF",7,"stage2_DAM2",0.460360620413882,"WT","WT.3m
(TCF)"
"559","WT.3m.TCF",9,"homeostatic3",2.82776520050271,"WT","WT.3m
(TCF)"
"560","WT.3m.TCF",9,"stage1_DAM1",1.39556371931643,"WT","WT.3m
(TCF)"
"561","WT.3m.TCF",9,"stage2_DAM2",0.436678831743788,"WT","WT.3m
(TCF)"
"562","WT.3m.TCF",10,"homeostatic3",3.04211605456261,"WT","WT.3m
(TCF)"
"563","WT.3m.TCF",10,"stage1_DAM1",1.41752198303606,"WT","WT.3m
(TCF)"
"564","WT.3m.TCF",10,"stage2_DAM2",0.355469528866534,"WT","WT.3m
(TCF)"
"565","WT.3m.TCF",11,"homeostatic3",2.96140453842267,"WT","WT.3m
(TCF)"
"566","WT.3m.TCF",11,"stage1_DAM1",1.59435107959917,"WT","WT.3m
(TCF)"
"567","WT.3m.TCF",11,"stage2_DAM2",0.451872674960007,"WT","WT.3m
(TCF)"
"568","WT.3m.TCF",13,"homeostatic3",2.75462720103353,"WT","WT.3m
(TCF)"
"569","WT.3m.TCF",13,"stage1_DAM1",1.49076612484809,"WT","WT.3m
(TCF)"
"570","WT.3m.TCF",13,"stage2_DAM2",0.457361115203295,"WT","WT.3m
(TCF)"
"571","WT.3m.TCF",14,"homeostatic3",3.00646579158339,"WT","WT.3m
(TCF)"
"572","WT.3m.TCF",14,"stage1_DAM1",1.49462575282732,"WT","WT.3m
(TCF)"
"573","WT.3m.TCF",14,"stage2_DAM2",0.514198642134924,"WT","WT.3m
(TCF)"
"574","WT.3m.TCF",15,"homeostatic3",2.60099068608257,"WT","WT.3m
(TCF)"
"575","WT.3m.TCF",15,"stage1_DAM1",1.4301150093309,"WT","WT.3m
(TCF)"
"576","WT.3m.TCF",15,"stage2_DAM2",0.466340433263653,"WT","WT.3m
(TCF)"
"577","WT.3m.TCF",16,"homeostatic3",2.8825672467147,"WT","WT.3m
(TCF)"
"578","WT.3m.TCF",16,"stage1_DAM1",1.55851441732193,"WT","WT.3m
(TCF)"
"579","WT.3m.TCF",16,"stage2_DAM2",0.486680074050145,"WT","WT.3m
(TCF)"
"580","WT.3m.TCF",17,"homeostatic3",2.89010875344123,"WT","WT.3m
(TCF)"
"581","WT.3m.TCF",17,"stage1_DAM1",1.5541554689171,"WT","WT.3m
(TCF)"
"582","WT.3m.TCF",17,"stage2_DAM2",0.514122905195327,"WT","WT.3m
(TCF)"
"583","WT.3m.TCF",18,"homeostatic3",2.88910135061783,"WT","WT.3m
(TCF)"
"584","WT.3m.TCF",18,"stage1_DAM1",1.57467002353401,"WT","WT.3m
(TCF)"
"585","WT.3m.TCF",18,"stage2_DAM2",0.516992649436714,"WT","WT.3m
(TCF)"
"586","WT.3m.TCF",19,"homeostatic3",2.91371339801025,"WT","WT.3m
(TCF)"
"587","WT.3m.TCF",19,"stage1_DAM1",1.43219699679439,"WT","WT.3m
(TCF)"
"588","WT.3m.TCF",19,"stage2_DAM2",0.524175779456864,"WT","WT.3m
(TCF)"
"589","WT.3m.TCF",20,"homeostatic3",2.86850271157079,"WT","WT.3m
(TCF)"
"590","WT.3m.TCF",20,"stage1_DAM1",1.51603796258294,"WT","WT.3m
(TCF)"
"591","WT.3m.TCF",20,"stage2_DAM2",0.514555416905414,"WT","WT.3m
(TCF)"
"592","WT.3m.TCF",21,"homeostatic3",2.90309956294178,"WT","WT.3m
(TCF)"
"593","WT.3m.TCF",21,"stage1_DAM1",1.4937341407973,"WT","WT.3m
(TCF)"
"594","WT.3m.TCF",21,"stage2_DAM2",0.529503825673895,"WT","WT.3m
(TCF)"
"595","WT.3m.TCF",22,"homeostatic3",2.92654623199133,"WT","WT.3m
(TCF)"
"596","WT.3m.TCF",22,"stage1_DAM1",1.52829558320944,"WT","WT.3m
(TCF)"
"597","WT.3m.TCF",22,"stage2_DAM2",0.544902478000021,"WT","WT.3m
(TCF)"
"598","WT.3m.TCF",23,"homeostatic3",2.90599707548018,"WT","WT.3m
(TCF)"
"599","WT.3m.TCF",23,"stage1_DAM1",1.53210734681443,"WT","WT.3m
(TCF)"
"600","WT.3m.TCF",23,"stage2_DAM2",0.519582020955939,"WT","WT.3m
(TCF)"
"601","WT.3m.TCF",24,"homeostatic3",2.99362563626883,"WT","WT.3m
(TCF)"
"602","WT.3m.TCF",24,"stage1_DAM1",1.6956624774049,"WT","WT.3m
(TCF)"
"603","WT.3m.TCF",24,"stage2_DAM2",0.544034543486399,"WT","WT.3m
(TCF)"
"604","WT.3m.TCF",25,"homeostatic3",2.92165970525816,"WT","WT.3m
(TCF)"
"605","WT.3m.TCF",25,"stage1_DAM1",2.03532661665587,"WT","WT.3m
(TCF)"
"606","WT.3m.TCF",25,"stage2_DAM2",0.809282526952884,"WT","WT.3m
(TCF)"
"607","WT.3m.Un",1,"homeostatic3",2.88180541548097,"WT","WT.3m
(Un)"
"608","WT.3m.Un",1,"stage1_DAM1",1.51171110105002,"WT","WT.3m
(Un)"
"609","WT.3m.Un",1,"stage2_DAM2",0.478744102469385,"WT","WT.3m
(Un)"
"610","WT.3m.Un",2,"homeostatic3",2.95712039031097,"WT","WT.3m
(Un)"
"611","WT.3m.Un",2,"stage1_DAM1",1.49028197267983,"WT","WT.3m
(Un)"
"612","WT.3m.Un",2,"stage2_DAM2",0.518766201844357,"WT","WT.3m
(Un)"
"613","WT.3m.Un",3,"homeostatic3",2.87643843220065,"WT","WT.3m
(Un)"
"614","WT.3m.Un",3,"stage1_DAM1",1.62449169308293,"WT","WT.3m
(Un)"
"615","WT.3m.Un",3,"stage2_DAM2",0.449578473940201,"WT","WT.3m
(Un)"
"616","WT.3m.Un",4,"homeostatic3",2.91778065542324,"WT","WT.3m
(Un)"
"617","WT.3m.Un",4,"stage1_DAM1",1.63637991597447,"WT","WT.3m
(Un)"
"618","WT.3m.Un",4,"stage2_DAM2",0.527217937838101,"WT","WT.3m
(Un)"
"619","WT.3m.Un",6,"homeostatic3",3.10718971754238,"WT","WT.3m
(Un)"
"620","WT.3m.Un",6,"stage1_DAM1",1.52116694850722,"WT","WT.3m
(Un)"
"621","WT.3m.Un",6,"stage2_DAM2",0.629972849979538,"WT","WT.3m
(Un)"
"622","WT.3m.Un",7,"homeostatic3",2.8485509019415,"WT","WT.3m
(Un)"
"623","WT.3m.Un",7,"stage1_DAM1",1.71074584863496,"WT","WT.3m
(Un)"
"624","WT.3m.Un",7,"stage2_DAM2",0.516590851658195,"WT","WT.3m
(Un)"
"625","WT.3m.Un",8,"homeostatic3",2.78452651830556,"WT","WT.3m
(Un)"
"626","WT.3m.Un",8,"stage1_DAM1",1.64433642734682,"WT","WT.3m
(Un)"
"627","WT.3m.Un",8,"stage2_DAM2",0.38263850496457,"WT","WT.3m
(Un)"
"628","WT.3m.Un",9,"homeostatic3",2.76238246450652,"WT","WT.3m
(Un)"
"629","WT.3m.Un",9,"stage1_DAM1",1.50001336662809,"WT","WT.3m
(Un)"
"630","WT.3m.Un",9,"stage2_DAM2",0.42734550134622,"WT","WT.3m
(Un)"
"631","WT.3m.Un",10,"homeostatic3",2.82529172507242,"WT","WT.3m
(Un)"
"632","WT.3m.Un",10,"stage1_DAM1",1.52291154542419,"WT","WT.3m
(Un)"
"633","WT.3m.Un",10,"stage2_DAM2",0.501508690712235,"WT","WT.3m
(Un)"
"634","WT.3m.Un",11,"homeostatic3",2.8924749385031,"WT","WT.3m
(Un)"
"635","WT.3m.Un",11,"stage1_DAM1",1.41657015808361,"WT","WT.3m
(Un)"
"636","WT.3m.Un",11,"stage2_DAM2",0.450980210893378,"WT","WT.3m
(Un)"
"637","WT.3m.Un",12,"homeostatic3",2.87325305638545,"WT","WT.3m
(Un)"
"638","WT.3m.Un",12,"stage1_DAM1",1.54908155642256,"WT","WT.3m
(Un)"
"639","WT.3m.Un",12,"stage2_DAM2",0.420517094938375,"WT","WT.3m
(Un)"
"640","WT.3m.Un",13,"homeostatic3",2.86184242202592,"WT","WT.3m
(Un)"
"641","WT.3m.Un",13,"stage1_DAM1",1.49184234490754,"WT","WT.3m
(Un)"
"642","WT.3m.Un",13,"stage2_DAM2",0.409172517462055,"WT","WT.3m
(Un)"
"643","WT.3m.Un",14,"homeostatic3",2.85182129389036,"WT","WT.3m
(Un)"
"644","WT.3m.Un",14,"stage1_DAM1",1.54746570998379,"WT","WT.3m
(Un)"
"645","WT.3m.Un",14,"stage2_DAM2",0.46165880851352,"WT","WT.3m
(Un)"
"646","WT.3m.Un",15,"homeostatic3",2.85955653081269,"WT","WT.3m
(Un)"
"647","WT.3m.Un",15,"stage1_DAM1",1.67569528793122,"WT","WT.3m
(Un)"
"648","WT.3m.Un",15,"stage2_DAM2",0.558326416187696,"WT","WT.3m
(Un)"
"649","WT.3m.Un",16,"homeostatic3",2.89633256314608,"WT","WT.3m
(Un)"
"650","WT.3m.Un",16,"stage1_DAM1",1.68837957621511,"WT","WT.3m
(Un)"
"651","WT.3m.Un",16,"stage2_DAM2",0.516920913549448,"WT","WT.3m
(Un)"
"652","WT.3m.Un",17,"homeostatic3",2.86766712927686,"WT","WT.3m
(Un)"
"653","WT.3m.Un",17,"stage1_DAM1",1.45511063703993,"WT","WT.3m
(Un)"
"654","WT.3m.Un",17,"stage2_DAM2",0.47114722808998,"WT","WT.3m
(Un)"
"655","WT.3m.Un",18,"homeostatic3",2.90881332427673,"WT","WT.3m
(Un)"
"656","WT.3m.Un",18,"stage1_DAM1",1.55072675493262,"WT","WT.3m
(Un)"
"657","WT.3m.Un",18,"stage2_DAM2",0.5277788289913,"WT","WT.3m
(Un)"
"658","WT.3m.Un",19,"homeostatic3",2.90815239720008,"WT","WT.3m
(Un)"
"659","WT.3m.Un",19,"stage1_DAM1",1.4835497911009,"WT","WT.3m
(Un)"
"660","WT.3m.Un",19,"stage2_DAM2",0.554072905403758,"WT","WT.3m
(Un)"
"661","WT.3m.Un",20,"homeostatic3",2.88645611053114,"WT","WT.3m
(Un)"
"662","WT.3m.Un",20,"stage1_DAM1",1.53803752949082,"WT","WT.3m
(Un)"
"663","WT.3m.Un",20,"stage2_DAM2",0.535707209526834,"WT","WT.3m
(Un)"
"664","WT.3m.Un",21,"homeostatic3",2.91227258563108,"WT","WT.3m
(Un)"
"665","WT.3m.Un",21,"stage1_DAM1",1.57015606657211,"WT","WT.3m
(Un)"
"666","WT.3m.Un",21,"stage2_DAM2",0.536345050034062,"WT","WT.3m
(Un)"
"667","WT.3m.Un",22,"homeostatic3",2.94179720294132,"WT","WT.3m
(Un)"
"668","WT.3m.Un",22,"stage1_DAM1",1.54951814044419,"WT","WT.3m
(Un)"
"669","WT.3m.Un",22,"stage2_DAM2",0.558162697366443,"WT","WT.3m
(Un)"
"670","WT.3m.Un",23,"homeostatic3",2.89153507153066,"WT","WT.3m
(Un)"
"671","WT.3m.Un",23,"stage1_DAM1",1.64091567876961,"WT","WT.3m
(Un)"
"672","WT.3m.Un",23,"stage2_DAM2",0.55518914852487,"WT","WT.3m
(Un)"
"673","WT.3m.Un",24,"homeostatic3",2.90810911809347,"WT","WT.3m
(Un)"
"674","WT.3m.Un",24,"stage1_DAM1",1.73460295925163,"WT","WT.3m
(Un)"
"675","WT.3m.Un",24,"stage2_DAM2",0.506722020864587,"WT","WT.3m
(Un)"
"676","WT.3m.Un",25,"homeostatic3",2.91246972626861,"WT","WT.3m
(Un)"
"677","WT.3m.Un",25,"stage1_DAM1",1.79383473198538,"WT","WT.3m
(Un)"
"678","WT.3m.Un",25,"stage2_DAM2",0.682248461113762,"WT","WT.3m
(Un)"
